TIEMPO,ADC,DAC
0.0,0.010012210012210013,0.0
0.001,0.010012210012210013,0.0
0.002,0.010012210012210013,0.0
0.003,0.008547008547008548,0.0
0.004,0.013186813186813187,0.0
0.005,0.012454212454212455,0.0
0.006,0.006349206349206349,0.0
0.007,0.011233211233211233,0.0
0.008,0.009768009768009768,0.0
0.009,0.009035409035409036,0.0
0.01,0.014163614163614164,0.0
0.011,0.00805860805860806,0.0
0.012,0.009035409035409036,0.0
0.013,0.011965811965811967,0.0
0.014,0.005128205128205128,0.0
0.015,0.009768009768009768,0.0
0.016,0.008791208791208791,0.0
0.017,0.003907203907203907,0.0
0.018,0.010256410256410256,0.0
0.019,0.00805860805860806,0.0
0.02,0.004884004884004884,0.0
0.021,0.009523809523809525,0.0
0.022,0.005128205128205128,0.0
0.023,0.005616605616605617,0.0
0.024,0.00927960927960928,0.0
0.025,0.003663003663003663,0.0
0.026,0.007326007326007326,0.0
0.027,0.007814407814407814,0.0
0.028,0.0031746031746031746,0.0
0.029,0.007814407814407814,0.0
0.03,0.005128205128205128,0.0
0.031,0.002442002442002442,0.0
0.032,0.006837606837606838,0.0
0.033,0.005372405372405372,0.0
0.034,0.005616605616605617,0.0
0.035,0.007081807081807082,0.0
0.036,0.0002442002442002442,0.0
0.037,0.004151404151404151,0.0
0.038,0.007081807081807082,0.0
0.039,0.002197802197802198,0.0
0.04,0.006837606837606838,0.0
0.041,0.003663003663003663,0.0
0.042,0.0019536019536019536,0.0
0.043,0.00927960927960928,0.0
0.044,0.005860805860805861,0.0
0.045,0.002442002442002442,0.0
0.046,0.008302808302808303,0.0
0.047,0.002197802197802198,0.0
0.048,0.006837606837606838,0.0
0.049,0.005128205128205128,0.0
0.05,0.0004884004884004884,0.0
0.051,0.0029304029304029304,0.0
0.052,0.004395604395604396,0.0
0.053,0.0029304029304029304,0.0
0.054,0.00805860805860806,0.0
0.055,0.002442002442002442,0.0
0.056,0.003418803418803419,0.0
0.057,0.005860805860805861,0.0
0.058,0.002197802197802198,0.0
0.059,0.002686202686202686,0.0
0.06,0.003907203907203907,0.0
0.061,0.0004884004884004884,0.0
0.062,0.006593406593406593,0.0
0.063,0.004395604395604396,0.0
0.064,0.0,0.0
0.065,0.006105006105006105,0.0
0.066,0.0014652014652014652,0.0
0.067,0.002442002442002442,0.0
0.068,0.007326007326007326,0.0
0.069,0.0007326007326007326,0.0
0.07,0.0009768009768009768,0.0
0.071,0.004395604395604396,0.0
0.072,0.0,0.0
0.073,0.004151404151404151,0.0
0.074,0.0009768009768009768,1.0
0.075,0.03492063492063492,1.0
0.076,0.07863247863247863,1.0
0.077,0.10964590964590964,1.0
0.078,0.14163614163614163,1.0
0.079,0.17655677655677657,1.0
0.08,0.2021978021978022,1.0
0.081,0.23321123321123322,1.0
0.082,0.2664224664224664,1.0
0.083,0.28717948717948716,1.0
0.084,0.3181929181929182,1.0
0.085,0.3413919413919414,1.0
0.086,0.3648351648351648,1.0
0.087,0.3938949938949939,1.0
0.088,0.41245421245421243,1.0
0.089,0.4336996336996337,1.0
0.09,0.4564102564102564,1.0
0.091,0.47374847374847373,1.0
0.092,0.49523809523809526,1.0
0.093,0.515018315018315,1.0
0.094,0.5267399267399268,1.0
0.095,0.548962148962149,1.0
0.096,0.5653235653235653,1.0
0.097,0.578998778998779,1.0
0.098,0.5995115995115995,1.0
0.099,0.6097680097680098,1.0
0.1,0.622954822954823,1.0
